id,text,theme,polarity,theme_starts,theme_ends,polarity_id
g187253-d4972334-r237403818,"Un pain élaboré par un boulanger du coin, un steack haché frais, la qualité des produits frais, les frites maison, la petite salade accompagné d'une vinaigrette bien relevée.",produits frais,positive,80,94,2
g187253-d4972334-r237403818,"Un pain élaboré par un boulanger du coin, un steack haché frais, la qualité des produits frais, les frites maison, la petite salade accompagné d'une vinaigrette bien relevée.",steack haché,positive,45,57,2
g187253-d4972334-r237403818,"Un pain élaboré par un boulanger du coin, un steack haché frais, la qualité des produits frais, les frites maison, la petite salade accompagné d'une vinaigrette bien relevée.",frites,positive,100,106,2
g187253-d4972334-r237403818,N'ayons pas peur des mots...à ce jour c'est le meilleur burger que j'ai mangé.,burger,positive,56,62,2
g187253-d4972334-r237403818,Même si il s'agit d'un concept à la mode...peu sont ceux qui le maitrisent comme ce restaurant !,restaurant,positive,84,94,2
g187253-d4972334-r237403818,Les dessert sont à tomber avec le cheesecake au Toblerone !,cheesecake au Toblerone,positive,34,57,2
g187253-d4972334-r237403818,Les dessert sont à tomber avec le cheesecake au Toblerone !,dessert,positive,4,11,2
g187253-d4972334-r237403818,Entrée/ plat / dessert à 2 pour une 40 ene euros,Entrée/ plat / dessert,positive,0,22,2
g187253-d7591580-r286665099,Nous avons déjeuné hier dans ce restaurant avec vue sur la mer et terrasse très agréable.,vue,positive,48,51,2
g187253-d7591580-r286665099,Nous avons déjeuné hier dans ce restaurant avec vue sur la mer et terrasse très agréable.,terrasse,positive,66,74,2
g187253-d7591580-r286665099,"Nous avons été accueilli en terrasse , la viande que j'avais commandée cuisson bleue est arrivée ""saignante"" , pas terrible pour un restaurant spécialiste en viandes!",viande,negative,42,48,1
g187253-d7591580-r286665099,"Nous avons été accueilli en terrasse , la viande que j'avais commandée cuisson bleue est arrivée ""saignante"" , pas terrible pour un restaurant spécialiste en viandes!",restaurant,negative,132,142,1
g187253-d7591580-r286665099,"Lorsque le serveur nous demande si ça allait , je lui dis que la viande était bonne mais que la cuisson n'était pas celle que j'avais demandé.",viande,negative,65,71,1
g187253-d7591580-r286665099,"Lorsque le serveur nous demande si ça allait , je lui dis que la viande était bonne mais que la cuisson n'était pas celle que j'avais demandé.",viande,positive,65,71,2
g187253-d7591580-r286665099,"Et là, quelle surprise le serveur se vexe, il n'est pas compréhensif, il nous amène l'addition , nous réglons et il ne nous dit même pas au revoir !!! Quel professionnalisme !!!! vu son comportement et son jeune âge , il est clair qu'il y a un manque de maturité , manager il y a urgence !",serveur,negative,26,33,1
g187253-d7591580-r286665099,"Vu cet accueil, on ne reviendra plus !",accueil,negative,7,14,1
g187253-d784568-r229967112,"Très bon accueil, discret et efficace.",accueil,positive,9,16,2
g187253-d784568-r229967112,"Repas bon, raffiné, dans un bon timing.",Repas,positive,0,5,2
g187253-d784568-r229967112,"Repas bon, raffiné, dans un bon timing.",timing,positive,32,38,2
g187253-d784568-r229967112,"Repas bon, raffiné, dans un bon timing.",Repas,positive,0,5,2
g187253-d784568-r229967112,"Un beau et grand classique, qui ne décevra pas, quelque que soient les goûts, des grands et petits.",classique,positive,17,26,2
g187253-d784568-r229967112,Bonne cave bien valorisée par de bons conseils en salle.,cave,positive,6,10,2
g187253-d797687-r183253540,Des plats au gout infâme réchauffés au micro ondes!,plats,negative,4,9,1
g187253-d797687-r183253540,Un accueil froid!,accueil,negative,3,10,1
g187253-d797687-r183253540,Cet établissement devrait être fermés!,établissement,negative,4,17,1
g187253-d804636-r163197804,Réputation surfaite pour une adresse qui surfe sur la mode qui porte le quartier.,adresse,negative,29,36,1
g187253-d804648-r206878302,"Le cadre est exceptionnel, rien que ça, ça vaut le coup.",cadre,positive,3,8,2
g187253-d804648-r206878302,"Côté boullabaisse, on vous présente un énorme plateau de poisson avant la cuisson.",boullabaisse,positive,5,17,2
g187253-d804648-r206878302,"Côté boullabaisse, on vous présente un énorme plateau de poisson avant la cuisson.",plateau de poisson,positive,46,64,2
g187253-d804648-r206878302,"Par contre, les bouteilles de vin n'attendent pas pour être remplacées, et là, l'addition est plus que salée.",bouteilles de vin,negative,16,33,1
g187253-d804648-r206878302,"Par contre, les bouteilles de vin n'attendent pas pour être remplacées, et là, l'addition est plus que salée.",bouteilles de vin,neutral,16,33,0
g187253-d866360-r196718360,"Très belle ambiance si vous aimez la lumière tamisée, êtes étudiants ou bobo/hipster.",ambiance,positive,11,19,2
g187253-d866360-r196718360,"Tapas abordables, sauf pour l'assiette de manchego (cinq minces tranches pour 5€) et l'assiette de serrano (6 tranches pour 10€).",Tapas,neutral,0,5,0
g187253-d866360-r196718360,"Tapas abordables, sauf pour l'assiette de manchego (cinq minces tranches pour 5€) et l'assiette de serrano (6 tranches pour 10€).",assiette de manchego,negative,30,50,1
g187253-d866360-r196718360,"Tapas abordables, sauf pour l'assiette de manchego (cinq minces tranches pour 5€) et l'assiette de serrano (6 tranches pour 10€).",assiette de manchego,negative,30,50,1
g187253-d866360-r196718360,"Tapas abordables, sauf pour l'assiette de manchego (cinq minces tranches pour 5€) et l'assiette de serrano (6 tranches pour 10€).",assiette de serrano,negative,87,106,1
g187253-d866360-r196718360,"Tapas abordables, sauf pour l'assiette de manchego (cinq minces tranches pour 5€) et l'assiette de serrano (6 tranches pour 10€).",assiette de serrano,negative,87,106,1
g187253-d866360-r196718360,La matronne est un peu bruyante mais ça ajoute de la convivialité au tout.,matronne,neutral,3,11,0
g187253-d866360-r196718360,"Pas la meilleure bouffe que j'ai mangé, mais pour le prix on ne se plaint pas.",bouffe,neutral,17,23,0
g187253-d866360-r196718360,"Pas la meilleure bouffe que j'ai mangé, mais pour le prix on ne se plaint pas.",bouffe,positive,17,23,2
g187253-d866360-r196718360,"Évitez d'y aller en gros groupe, six personnes c'est déjà beaucoup.",Évitez d'y aller en gros groupe,neutral,0,31,0
g187253-d907767-r282001273,PIZZA tellement fine qu'elle en est immangeable : il faut la casser.,PIZZA,negative,0,5,1
g187253-d907767-r282001273,"Salade aux chèvres peu fraiche, cafés gourmands à 9 € , cadre poussiéreux, service peu professionnel.",Salade aux chèvres,negative,0,18,1
g187253-d907767-r282001273,"Salade aux chèvres peu fraiche, cafés gourmands à 9 € , cadre poussiéreux, service peu professionnel.",cafés gourmands,negative,32,47,1
g187253-d907767-r282001273,"Salade aux chèvres peu fraiche, cafés gourmands à 9 € , cadre poussiéreux, service peu professionnel.",cadre,negative,56,61,1
g187253-d907767-r282001273,"Salade aux chèvres peu fraiche, cafés gourmands à 9 € , cadre poussiéreux, service peu professionnel.",service,negative,75,82,1
g187253-d907767-r282001273,Très vite la note atteint les 40 € pour mal manger.,mal manger.,negative,40,51,1
g187253-d907767-r282001273,"Bref l'environnement du site ne justifie absolument pas le déplacement à ce ""restaurant"" dont on se demande si les tenanciers ont appris à cuisiner et savent ce qu'est un commerce.",restaurant,negative,77,87,1
g187253-d907767-r282001273,"Bref l'environnement du site ne justifie absolument pas le déplacement à ce ""restaurant"" dont on se demande si les tenanciers ont appris à cuisiner et savent ce qu'est un commerce.",site,negative,24,28,1
g187265-d3724621-r161225264,"Petit restaurant de marché sympa, les planchette apéritif sont bonne.",planchette apéritif,positive,38,57,2
g187265-d3724621-r161225264,"Petit restaurant de marché sympa, les planchette apéritif sont bonne.",restaurant,positive,6,16,2
g187265-d3724621-r161225264,"Le boeuf est d'une qualité fantastique, les vins nombreux esr disponible au verre, le tartare n'est pas terrible car beaucoup trop de moutarde dans le melange... d'ailleurs de la moutarde dans du tartare... bizarre.",boeuf,positive,3,8,2
g187265-d3724621-r161225264,"Le boeuf est d'une qualité fantastique, les vins nombreux esr disponible au verre, le tartare n'est pas terrible car beaucoup trop de moutarde dans le melange... d'ailleurs de la moutarde dans du tartare... bizarre.",vins,positive,44,48,2
g187265-d3724621-r161225264,"Le boeuf est d'une qualité fantastique, les vins nombreux esr disponible au verre, le tartare n'est pas terrible car beaucoup trop de moutarde dans le melange... d'ailleurs de la moutarde dans du tartare... bizarre.",tartare,negative,86,93,1
g187265-d3724621-r161225264,Sinon ambiance sympa à deix pas de la part dieu.,ambiance,positive,6,14,2
g187265-d3724621-r161225264,Sinon ambiance sympa à deix pas de la part dieu.,part dieu,positive,38,47,2
g187265-d718105-r115426081,"Que le chef cherche à réiventer les classiques lyonnais, pourquoi pas s'il le faisait avec talent.",classiques lyonnais,negative,36,55,1
g187265-d718105-r115426081,Malheureusement ledit menu aux accents typiquement lyonnais est non seulement mauvais mais à la limite du grotesque.,menu,negative,22,26,1
g187265-d718105-r115426081,"Au delà, (1), la salle métiterait un rafraîchissement, (2), la patrone devrait apprendre à sourire et (3), les tarifs sont délirants vu la piètre cuisine qu'on nous a servis.",salle,negative,17,22,1
g187265-d718105-r115426081,"Au delà, (1), la salle métiterait un rafraîchissement, (2), la patrone devrait apprendre à sourire et (3), les tarifs sont délirants vu la piètre cuisine qu'on nous a servis.",patrone,negative,63,70,1
g187265-d718105-r115426081,"Au delà, (1), la salle métiterait un rafraîchissement, (2), la patrone devrait apprendre à sourire et (3), les tarifs sont délirants vu la piètre cuisine qu'on nous a servis.",cuisine,negative,146,153,1
g187265-d718105-r115426081,"Au delà, (1), la salle métiterait un rafraîchissement, (2), la patrone devrait apprendre à sourire et (3), les tarifs sont délirants vu la piètre cuisine qu'on nous a servis.",cuisine,negative,146,153,1
g187265-d807993-r250903963,"Des plats médiocres, sans saveur et surtout nous sommes ressorties en ayant faim !",plats,negative,4,9,1
g187265-d807993-r250903963,"Des plats médiocres, sans saveur et surtout nous sommes ressorties en ayant faim !",plats,negative,4,9,1
g187269-d1811061-r210549792,La noté est salée et ne corresponds à ce qui se passe dans l'assiette!,assiette,negative,61,69,1
g187269-d1811061-r210549792,"Bien moyen, pour ce restaurant qui trône sur la place depuis bien longtemps à Saint Etienne.",restaurant,negative,20,30,1
g187269-d1811061-r210549792,"Salle déserte, nous étions 6 au total, un samedi soir...",Salle,negative,0,5,1
g187269-d1811061-r210549792,"Menu Grands Gourmand, 2 plats, 4 € de supplément pour le fromage...",fromage,negative,57,64,1
g187269-d1811061-r210549792,L’accueil est agréable malgré tout.,accueil,positive,2,9,2
g187269-d4727206-r260930353,Plats appétissants mais on attendait un meilleur goût.,Plats,neutral,0,5,0
g187269-d4727206-r260930353,Accueil sympathique mais service un peu speed.,Accueil,positive,0,7,2
g187269-d4727206-r260930353,Accueil sympathique mais service un peu speed.,service,negative,25,32,1
g187269-d4737816-r250955200,"Que ce soit au comptoir ou au drive, l'attente est longue .",attente,negative,39,46,1
g187269-d4737816-r250955200,"Les produits chauds sont fournis froids (frites, ...) et il manque toujours des éléments de la commande en plus de l'oubli récurrent des sauces, pailles et serviettes .",produits,negative,4,12,1
g187269-d4737816-r250955200,La qualité des mets laisse à désirer pour cette grande enseigne .,mets,negative,15,19,1
g187269-d6591946-r277918006,Super accueil et cadre très bien renseigné sur les spécialités sud américaine !!!!!,accueil,positive,6,13,2
